sku_id,nombre_producto,categoria_farmaceutica,principio_activo,presentacion,laboratorio,precio_unitario,costo_unitario,requiere_receta,clasificacion_atc,es_controlado,temperatura_controlada,volumen_unidades
SKU12404,Corticosteroide X0 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,98.15,64.51,0,H02,0,0,1
SKU12405,Corticosteroide Z1 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,29.72,19.2,0,H02,0,0,2
SKU12406,Corticosteroide M2 Rapid,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,73.74,42.88,0,H02,0,0,2
SKU12407,Corticosteroide N3 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,64.53,36.91,0,H02,0,0,10
SKU12408,Corticosteroide S4 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,49.38,28.96,0,H02,0,0,1
SKU12409,Corticosteroide A5 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,118.7,82.68,0,H02,0,0,2
SKU12410,Corticosteroide C6 Max,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,113.15,78.19,0,H02,0,0,3
SKU12411,Corticosteroide F7,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,44.22,25.53,0,H02,0,0,2
SKU12412,Corticosteroide T8 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,84.69,49.72,0,H02,0,0,3
SKU12413,Corticosteroide B9 Plus,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,23.42,14.46,0,H02,0,0,2
SKU12414,Corticosteroide X10 Rapid,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,61.31,41.53,0,H02,0,0,1
SKU12415,Corticosteroide Z11 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,103.97,66.11,0,H02,0,0,3
SKU12416,Corticosteroide M12 XR,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,75.2,44.42,0,H02,0,0,1
SKU12417,Corticosteroide N13 Duo,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,25.93,16.59,0,H02,0,0,2
SKU12418,Corticosteroide S14 Max,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,108.86,62.45,0,H02,0,0,1
SKU12419,Corticosteroide A15,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,99.34,59.22,0,H02,0,0,1
SKU12420,Corticosteroide C16 Forte,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,53.06,31.52,0,H02,0,0,1
SKU12421,Corticosteroide F17 Plus,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,63.43,37.95,0,H02,0,0,1
SKU12422,Corticosteroide T18 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,90.48,60.84,0,H02,0,0,3
SKU12423,Corticosteroide B19 SR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Life,15.36,9.57,0,H02,0,0,3
SKU12424,Corticosteroide X20 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,106.76,68.01,0,H02,0,0,2
SKU12425,Corticosteroide Z21 Duo,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,103.4,59.56,0,H02,0,0,1
SKU12426,Corticosteroide M22 Max,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,30.88,20.52,0,H02,0,0,1
SKU12427,Corticosteroide N23,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,61.82,41.45,0,H02,0,0,3
SKU12428,Corticosteroide S24 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,95.12,61.63,0,H02,0,0,10
SKU12429,Corticosteroide A25 Plus,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,112.96,75.72,0,H02,0,0,3
SKU12430,Corticosteroide C26 Rapid,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,110.47,69.22,0,H02,0,0,2
SKU12431,Corticosteroide F27 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,30.25,20.87,0,H02,0,0,5
SKU12432,Corticosteroide T28 XR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,96.74,67.39,0,H02,0,0,30
SKU12433,Corticosteroide B29 Duo,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,47.7,27.41,0,H02,0,0,2
SKU12434,Corticosteroide X30 Max,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,41.69,26.27,0,H02,0,0,1
SKU12435,Corticosteroide Z31,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,102.24,70.52,0,H02,0,0,2
SKU12436,Corticosteroide M32 Forte,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,21.99,12.86,0,H02,0,0,5
SKU12437,Corticosteroide N33 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,90.19,61.83,0,H02,0,0,5
SKU12438,Corticosteroide S34 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,79.89,46.08,0,H02,0,0,3
SKU12439,Corticosteroide A35 SR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,12.2,8.09,0,H02,0,0,1
SKU12440,Corticosteroide C36 XR,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,102.61,59.66,0,H02,0,0,1
SKU12441,Corticosteroide F37 Duo,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,73.29,50.4,0,H02,0,0,2
SKU12442,Corticosteroide T38 Max,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,55.13,37.91,0,H02,0,0,3
SKU12443,Corticosteroide B39,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,24.09,16.15,0,H02,0,0,3
SKU12444,Corticosteroide X40 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,62.0,40.08,0,H02,0,0,1
SKU12445,Corticosteroide Z41 Plus,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,73.9,41.69,0,H02,0,0,20
SKU12446,Corticosteroide M42 Rapid,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,83.7,49.09,0,H02,0,0,2
SKU12447,Corticosteroide N43 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,46.85,29.82,0,H02,0,0,3
SKU12448,Corticosteroide S44 XR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,45.51,31.59,0,H02,0,0,3
SKU12449,Corticosteroide A45 Duo,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,76.2,47.98,0,H02,0,0,3
SKU12450,Corticosteroide C46 Max,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,74.52,41.2,0,H02,0,0,5
SKU12451,Corticosteroide F47,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,87.27,53.53,0,H02,0,0,2
SKU12452,Corticosteroide T48 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,113.48,71.87,0,H02,0,0,1
SKU12453,Corticosteroide B49 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,39.39,24.09,0,H02,0,0,2
SKU12454,Corticosteroide X50 Rapid,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,71.95,40.33,0,H02,0,0,2
SKU12455,Corticosteroide Z51 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,86.53,53.36,0,H02,0,0,1
SKU12456,Corticosteroide M52 XR,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,48.32,30.84,0,H02,0,0,1
SKU12457,Corticosteroide N53 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,58.62,40.02,0,H02,0,0,1
SKU12458,Corticosteroide S54 Max,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,36.9,23.21,0,H02,0,0,2
SKU12459,Corticosteroide A55,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,77.14,50.4,0,H02,0,0,2
SKU12460,Corticosteroide C56 Forte,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Life,85.78,48.96,0,H02,0,0,3
SKU12461,Corticosteroide F57 Plus,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,96.1,62.16,0,H02,0,0,3
SKU12462,Corticosteroide T58 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,12.03,7.13,0,H02,0,0,1
SKU12463,Corticosteroide B59 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,68.72,43.15,0,H02,0,0,10
SKU12464,Corticosteroide X60 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,48.43,32.33,0,H02,0,0,2
SKU12465,Corticosteroide Z61 Duo,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,98.03,56.72,0,H02,0,0,3
SKU12466,Corticosteroide M62 Max,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,114.37,72.05,0,H02,0,0,5
SKU12467,Corticosteroide N63,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,35.2,19.78,0,H02,0,0,3
SKU12468,Corticosteroide S64 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,59.19,39.41,0,H02,0,0,30
SKU12469,Corticosteroide A65 Plus,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,26.67,17.02,0,H02,0,0,3
SKU12470,Corticosteroide C66 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,96.16,62.16,0,H02,0,0,3
SKU12471,Corticosteroide F67 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,102.86,60.17,0,H02,0,0,5
SKU12472,Corticosteroide T68 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,118.18,65.06,0,H02,0,0,1
SKU12473,Corticosteroide B69 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,49.78,30.78,0,H02,0,0,10
SKU12474,Corticosteroide X70 Max,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,103.53,57.15,0,H02,0,0,2
SKU12475,Corticosteroide Z71,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,118.54,68.92,0,H02,0,0,1
SKU12476,Corticosteroide M72 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,28.13,16.13,0,H02,0,0,2
SKU12477,Corticosteroide N73 Plus,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,69.83,44.43,0,H02,0,0,1
SKU12478,Corticosteroide S74 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,16.33,10.89,0,H02,0,0,3
SKU12479,Corticosteroide A75 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,12.9,8.74,0,H02,0,0,1
SKU12480,Corticosteroide C76 XR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Life,92.37,63.13,0,H02,0,0,1
SKU12481,Corticosteroide F77 Duo,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,96.84,56.03,0,H02,0,0,10
SKU12482,Corticosteroide T78 Max,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,13.13,7.32,0,H02,0,0,5
SKU12483,Corticosteroide B79,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,48.54,28.34,0,H02,0,0,1
SKU12484,Corticosteroide X80 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,21.3,14.46,0,H02,0,0,3
SKU12485,Corticosteroide Z81 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,116.84,72.33,0,H02,0,0,3
SKU12486,Corticosteroide M82 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,70.04,38.74,0,H02,0,0,1
SKU12487,Corticosteroide N83 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,115.91,80.4,0,H02,0,0,2
SKU12488,Corticosteroide S84 XR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,45.71,28.44,0,H02,0,0,100
SKU12489,Corticosteroide A85 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,19.17,11.41,0,H02,0,0,100
SKU12490,Corticosteroide C86 Max,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,41.62,24.47,0,H02,0,0,100
SKU12491,Corticosteroide F87,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,67.06,41.07,0,H02,0,0,1
SKU12492,Corticosteroide T88 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,51.73,33.98,0,H02,0,0,1
SKU12493,Corticosteroide B89 Plus,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,25.88,18.07,0,H02,0,0,1
SKU12494,Corticosteroide X90 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,74.32,41.1,0,H02,0,0,50
SKU12495,Corticosteroide Z91 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,22.21,13.2,0,H02,0,0,30
SKU12496,Corticosteroide M92 XR,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,36.22,24.62,0,H02,0,0,5
SKU12497,Corticosteroide N93 Duo,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,101.86,63.05,0,H02,0,0,5
SKU12498,Corticosteroide S94 Max,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,80.81,45.15,0,H02,0,0,3
SKU12499,Corticosteroide A95,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,53.92,34.52,0,H02,0,0,1
SKU12500,Corticosteroide C96 Forte,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,61.16,35.23,0,H02,0,0,3
SKU12501,Corticosteroide F97 Plus,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,42.91,27.8,0,H02,0,0,3
SKU12502,Corticosteroide T98 Rapid,Corticosteroides Sistémicos,Corticosteroide,Unidad,Farmadonal,17.45,11.23,0,H02,0,0,3
SKU12503,Corticosteroide B99 SR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,88.27,56.76,0,H02,0,0,10
SKU12504,Corticosteroide X0 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,80.49,47.11,0,H02,0,0,2
SKU12505,Corticosteroide Z1 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,60.38,39.19,0,H02,0,0,2
SKU12506,Corticosteroide M2 Max,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,38.25,22.4,0,H02,0,0,1
SKU12507,Corticosteroide N3,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,88.32,61.58,0,H02,0,0,10
SKU12508,Corticosteroide S4 Forte,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,67.85,43.3,0,H02,0,0,2
SKU12509,Corticosteroide A5 Plus,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,42.84,25.05,0,H02,0,0,3
SKU12510,Corticosteroide C6 Rapid,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,86.27,57.27,0,H02,0,0,10
SKU12511,Corticosteroide F7 SR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,115.68,75.46,0,H02,0,0,10
SKU12512,Corticosteroide T8 XR,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,73.54,50.03,0,H02,0,0,2
SKU12513,Corticosteroide B9 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,45.15,29.97,0,H02,0,0,3
SKU12514,Corticosteroide X10 Max,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,29.24,17.11,0,H02,0,0,1
SKU12515,Corticosteroide Z11,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,62.05,39.66,0,H02,0,0,1
SKU12516,Corticosteroide M12 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,109.7,68.77,0,H02,0,0,1
SKU12517,Corticosteroide N13 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,97.8,57.5,0,H02,0,0,2
SKU12518,Corticosteroide S14 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,107.53,63.62,0,H02,0,0,10
SKU12519,Corticosteroide A15 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,14.63,8.42,0,H02,0,0,3
SKU12520,Corticosteroide C16 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,12.85,7.07,0,H02,0,0,1
SKU12521,Corticosteroide F17 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,112.81,65.1,0,H02,0,0,3
SKU12522,Corticosteroide T18 Max,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,114.07,79.34,0,H02,0,0,50
SKU12523,Corticosteroide B19,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,44.09,28.3,0,H02,0,0,5
SKU12524,Corticosteroide X20 Forte,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,44.4,26.62,0,H02,0,0,1
SKU12525,Corticosteroide Z21 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,14.15,7.86,0,H02,0,0,1
SKU12526,Corticosteroide M22 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,45.07,25.55,0,H02,0,0,30
SKU12527,Corticosteroide N23 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,101.03,56.76,0,H02,0,0,30
SKU12528,Corticosteroide S24 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,102.65,63.59,0,H02,0,0,3
SKU12529,Corticosteroide A25 Duo,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Life,69.21,42.47,0,H02,0,0,1
SKU12530,Corticosteroide C26 Max,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,34.89,20.97,0,H02,0,0,30
SKU12531,Corticosteroide F27,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,107.9,68.6,0,H02,0,0,2
SKU12532,Corticosteroide T28 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,11.66,6.98,0,H02,0,0,1
SKU12533,Corticosteroide B29 Plus,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,71.88,48.6,0,H02,0,0,10
SKU12534,Corticosteroide X30 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,73.12,40.76,0,H02,0,0,1
SKU12535,Corticosteroide Z31 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,24.53,16.25,0,H02,0,0,3
SKU12536,Corticosteroide M32 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,68.05,41.19,0,H02,0,0,1
SKU12537,Corticosteroide N33 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,71.86,50.0,0,H02,0,0,100
SKU12538,Corticosteroide S34 Max,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Sierra,20.48,11.51,0,H02,0,0,2
SKU12539,Corticosteroide A35,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,115.22,69.65,0,H02,0,0,1
SKU12540,Corticosteroide C36 Forte,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,100.27,63.5,0,H02,0,0,2
SKU12541,Corticosteroide F37 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Medipharma,91.72,58.13,0,H02,0,0,5
SKU12542,Corticosteroide T38 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,61.74,38.17,0,H02,0,0,1
SKU12543,Corticosteroide B39 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,44.3,28.22,0,H02,0,0,1
SKU12544,Corticosteroide X40 XR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,28.29,17.16,0,H02,0,0,1
SKU12545,Corticosteroide Z41 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Ecuaquímica,96.4,54.52,0,H02,0,0,30
SKU12546,Corticosteroide M42 Max,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,57.17,38.59,0,H02,0,0,20
SKU12547,Corticosteroide N43,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,100.51,64.24,0,H02,0,0,3
SKU12548,Corticosteroide S44 Forte,Corticosteroides Sistémicos,Corticosteroide,Unidad,Farmadonal,75.16,47.1,0,H02,0,0,3
SKU12549,Corticosteroide A45 Plus,Corticosteroides Sistémicos,Corticosteroide,Unidad,Ecuaquímica,97.34,53.88,0,H02,0,0,30
SKU12550,Corticosteroide C46 Rapid,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,90.63,61.36,0,H02,0,0,10
SKU12551,Corticosteroide F47 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,117.88,80.41,0,H02,0,0,2
SKU12552,Corticosteroide T48 XR,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,95.85,52.82,0,H02,0,0,1
SKU12553,Corticosteroide B49 Duo,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,41.47,26.66,0,H02,0,0,1
SKU12554,Corticosteroide X50 Max,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,52.83,33.22,0,H02,0,0,2
SKU12555,Corticosteroide Z51,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,119.31,72.43,0,H02,0,0,3
SKU12556,Corticosteroide M52 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,102.43,69.6,0,H02,0,0,3
SKU12557,Corticosteroide N53 Plus,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,64.17,44.34,0,H02,0,0,30
SKU12558,Corticosteroide S54 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,26.48,14.88,0,H02,0,0,2
SKU12559,Corticosteroide A55 SR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,64.81,39.89,0,H02,0,0,3
SKU12560,Corticosteroide C56 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,13.86,8.96,0,H02,0,0,5
SKU12561,Corticosteroide F57 Duo,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,67.6,45.97,0,H02,0,0,50
SKU12562,Corticosteroide T58 Max,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,37.14,20.77,0,H02,0,0,3
SKU12563,Corticosteroide B59,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,64.54,43.03,0,H02,0,0,50
SKU12564,Corticosteroide X60 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,43.92,28.61,0,H02,0,0,10
SKU12565,Corticosteroide Z61 Plus,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Sierra,113.74,73.94,0,H02,0,0,3
SKU12566,Corticosteroide M62 Rapid,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,10.51,6.57,0,H02,0,0,10
SKU12567,Corticosteroide N63 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Life,25.15,17.58,0,H02,0,0,1
SKU12568,Corticosteroide S64 XR,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,115.52,70.58,0,H02,0,0,1
SKU12569,Corticosteroide A65 Duo,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,16.78,11.4,0,H02,0,0,2
SKU12570,Corticosteroide C66 Max,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,98.84,62.31,0,H02,0,0,1
SKU12571,Corticosteroide F67,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,32.64,19.49,0,H02,0,0,5
SKU12572,Corticosteroide T68 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Medipharma,101.1,59.2,0,H02,0,0,2
SKU12573,Corticosteroide B69 Plus,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,22.87,12.92,0,H02,0,0,5
SKU12574,Corticosteroide X70 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Laboratorios Sierra,96.44,63.94,0,H02,0,0,2
SKU12575,Corticosteroide Z71 SR,Corticosteroides Sistémicos,Corticosteroide,Caja,Farmadonal,36.72,21.59,0,H02,0,0,30
SKU12576,Corticosteroide M72 XR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Farmadonal,45.23,26.76,0,H02,0,0,1
SKU12577,Corticosteroide N73 Duo,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,106.15,67.89,0,H02,0,0,3
SKU12578,Corticosteroide S74 Max,Corticosteroides Sistémicos,Corticosteroide,Kit,Farmadonal,64.84,44.23,0,H02,0,0,1
SKU12579,Corticosteroide A75,Corticosteroides Sistémicos,Corticosteroide,Paquete,Ecuaquímica,25.38,17.71,0,H02,0,0,1
SKU12580,Corticosteroide C76 Forte,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,28.16,17.11,0,H02,0,0,1
SKU12581,Corticosteroide F77 Plus,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,23.37,16.06,0,H02,0,0,2
SKU12582,Corticosteroide T78 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,111.47,73.8,0,H02,0,0,10
SKU12583,Corticosteroide B79 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,106.18,73.69,0,H02,0,0,3
SKU12584,Corticosteroide X80 XR,Corticosteroides Sistémicos,Corticosteroide,Unidad,Medipharma,24.85,15.2,0,H02,0,0,2
SKU12585,Corticosteroide Z81 Duo,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Life,13.69,9.54,0,H02,0,0,1
SKU12586,Corticosteroide M82 Max,Corticosteroides Sistémicos,Corticosteroide,Unidad,Laboratorios Life,66.49,38.98,0,H02,0,0,1
SKU12587,Corticosteroide N83,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Sierra,23.49,16.11,0,H02,0,0,1
SKU12588,Corticosteroide S84 Forte,Corticosteroides Sistémicos,Corticosteroide,Paquete,Laboratorios Life,77.85,49.18,0,H02,0,0,1
SKU12589,Corticosteroide A85 Plus,Corticosteroides Sistémicos,Corticosteroide,Kit,Laboratorios Life,32.13,18.91,0,H02,0,0,1
SKU12590,Corticosteroide C86 Rapid,Corticosteroides Sistémicos,Corticosteroide,Caja,Medipharma,107.76,63.77,0,H02,0,0,1
SKU12591,Corticosteroide F87 SR,Corticosteroides Sistémicos,Corticosteroide,Kit,Ecuaquímica,21.64,13.47,0,H02,0,0,2
SKU12592,Corticosteroide T88 XR,Corticosteroides Sistémicos,Corticosteroide,Paquete,Farmadonal,88.72,60.05,0,H02,0,0,1
